#AC.SeqVer.	EntryVer.	Ver.Date	Taxid	Description
CP003184.1	6	20140828	1094508	Thermoanaerobacterium saccharolyticum JW/SL-YS485
CP002171.1	4	20140106	580327	Thermoanaerobacterium thermosaccharolyticum DSM 571
CP003066.1	2	20130723	698948	Thermoanaerobacterium thermosaccharolyticum M0795
CP002739.1	4	20140501	858215	Thermoanaerobacterium xylanolyticum LX-11
CP003255.1	2	20130723	717605	Thermobacillus composti KWC4
CP001825.1	5	20131216	525904	Thermobaculum terrenum ATCC BAA-798 chromosome 1
CP001826.1	5	20131216	525904	Thermobaculum terrenum ATCC BAA-798 chromosome 2
CP000088.1	7	20140515	269800	Thermobifida fusca YX
CP001874.1	1	20100526	469371	Thermobispora bispora DSM 43833
CP001931.1	6	20150109	638303	Thermocrinis albus DSM 14484
CP007028.1	6	20140910	75906	Thermocrinis ruber DSM 12173
CP002683.1	5	20150109	667014	Thermodesulfatator indicus DSM 15286
CP008796.1	2	20150227	289377	Thermodesulfobacterium commune DSM 2178
CP002829.1	4	20130718	795359	Thermodesulfobacterium geofontis OPF15
CP002690.1	2	20150109	747365	Thermodesulfobium narugense DSM 14796
CP001147.1	6	20150227	289376	Thermodesulfovibrio yellowstonii DSM 11347
CP001275.1	6	20150109	309801	Thermomicrobium roseum DSM 5159
CP001738.1	7	20150109	471852	Thermomonospora curvata DSM 43183
CP002131.1	4	20111123	555079	Thermosediminibacter oceani DSM 16646
CP001185.1	4	20140131	484019	Thermosipho africanus TCF52B
CP000716.1	4	20131212	391009	Thermosipho melanesiensis BI429
BA000039.2	9	20101223	197221	Thermosynechococcus elongatus BP-1
AP014509.1	2	20140615	1408159	Thermotoga caldifontis AZM44c09
CP011108.1	2	20150426	2336	Thermotoga maritima strain Tma100
CP010967.1	2	20150426	2336	Thermotoga maritima strain Tma200
AE000512.1	5	20140515	243274	Thermotoga maritima MSB8
CP007013.1	2	20150219	243274	Thermotoga maritima MSB8
CP004077.1	2	20131216	243274	Thermotoga maritima MSB8
CP011107.1	2	20150426	243274	Thermotoga maritima MSB8
CP001839.1	6	20140515	590168	Thermotoga naphthophila RKU-10
CP000916.1	4	20140515	309803	Thermotoga neapolitana DSM 4359
CP000702.1	8	20140515	390874	Thermotoga petrophila RKU-1
AP014510.1	2	20140615	1408160	Thermotoga profunda AZM34c06
CP003408.1	1	20141205	1157948	Thermotoga sp. 2812B
CP003409.1	1	20141205	1157947	Thermotoga sp. Cell2
CP000969.1	3	20131212	126740	Thermotoga sp. RQ2
CP007633.1	1	20150206	126738	Thermotoga sp. RQ7
CP002444.1	3	20111123	648996	Thermovibrio ammonificans HB-1
CP003096.1	4	20150109	580340	Thermovirga lienii DSM 17291
CP003249.1	3	20130723	751945	Thermus oshimai JL-2
CP001962.1	6	20140515	743525	Thermus scotoductus SA-01
CP003126.1	2	20140131	1111069	Thermus sp. CCB_US3_UF1
AP008226.1	4	20090603	300852	Thermus thermophilus HB8
AE017221.1	6	20140515	262724	Thermus thermophilus HB27
CP003252.1	3	20130723	798128	Thermus thermophilus JL-18
CP002777.1	2	20111014	762633	Thermus thermophilus SG0.5JP17-16
CP007030.1	3	20140515	717772	Thioalkalimicrobium aerophilum AL3
CP002776.1	2	20130718	717773	Thioalkalimicrobium cyclicum ALM1
CP003989.1	5	20150118	1255043	Thioalkalivibrio nitratireducens DSM 14787
CP001905.1	6	20140515	396595	Thioalkalivibrio sp. K90mix
CP001339.1	6	20140102	396588	Thioalkalivibrio sulfidiphilus HL-EbGr7
CP007029.1	3	20140515	713587	Thioalkalivibrio thiocyanoxidans ARh 4
CP000116.1	9	20140515	292415	Thiobacillus denitrificans ATCC 25259
CP003154.1	4	20150109	765911	Thiocystis violascens DSM 198
CP003051.1	2	20130718	765912	Thioflavicoccus mobilis 8321
AP012273.1	3	20150213	1076588	Thiolapillus brandeum Hiromi1 DNA
CP000109.2	7	20140515	317025	Thiomicrospira crunogena XCL-2
FP475956.1	6	20150227	426114	Thiomonas arsenitoxydans strain 3As
CP002021.1	4	20140515	75379	Thiomonas intermedia K12
AP014633.1	2	20140925	40754	Thioploca ingrica
CP003236.1	5	20140515	1110502	Tistrella mobilis KA081020-065
CP001616.1	5	20140515	595494	Tolumonas auensis DSM 9187
KM016697.1	1	20140902	1538626	Transformation vector pBDPR
KM016698.1	1	20140902	1538627	Transformation vector pBGRY
CP001841.1	6	20150118	545695	Treponema azotonutricium ZAS-9
CP002696.1	3	20150109	906968	Treponema brennaborense DSM 12168
CP002868.1	5	20150109	744872	Treponema caldaria DSM 7334
AE017226.1	7	20140515	243275	Treponema denticola ATCC 35405
CP003902.1	6	20141002	1155775	Treponema pallidum str. Fribourg-Blanc
CP003115.1	4	20140515	491081	Treponema pallidum subsp. pallidum DAL-1
CP000805.1	3	20140515	455434	Treponema pallidum subsp. pallidum SS14
CP004011.1	3	20131216	455434	Treponema pallidum subsp. pallidum SS14
CP001752.1	6	20140516	666714	Treponema pallidum subsp. pallidum str. Chicago
CP003064.1	2	20131216	686990	Treponema pallidum subsp. pallidum str. Mexico A
AE000520.1	4	20140515	243276	Treponema pallidum subsp. pallidum str. Nichols
CP004010.2	6	20140515	243276	Treponema pallidum subsp. pallidum str. Nichols
CP003679.1	4	20141002	1095955	Treponema pallidum subsp. pallidum str. Sea 81-4
CP002375.1	4	20140515	491079	Treponema pallidum subsp. pertenue str. CDC2
CP002376.1	4	20140515	491080	Treponema pallidum subsp. pertenue str. Gauthier
CP002374.1	2	20131216	491078	Treponema pallidum subsp. pertenue str. SamoaD
CP002103.1	4	20140515	545776	Treponema paraluiscuniculi Cuniculi A
CP004120.1	5	20140515	1291379	Treponema pedis str. T A4
CP001843.1	6	20150109	545694	Treponema primitia ZAS-2
CP009228.1	1	20140918	221027	Treponema putidum strain OMZ 758
CP009227.1	1	20141114	1539298	Treponema sp. OMZ 838
CP002631.1	6	20150109	869209	Treponema succinifaciens DSM 2489
CP000393.1	8	20140515	203124	Trichodesmium erythraeum IMS101
CP002059.1	6	20140515	551115	'Nostoc azollae' 0708
AE014184.1	6	20140515	203267	Tropheryma whipplei str. Twist
BX072543.1	4	20150206	218496	Tropheryma whipplei TW08/27
CP002049.1	6	20140515	649638	Truepera radiovictrix DSM 17093
CP007519.1	4	20140522	1661	Trueperella pyogenes strain TP6375
CP007003.1	1	20150108	1435056	Trueperella pyogenes TP8
CP001966.1	5	20140515	521096	Tsukamurella paurometabola DSM 20162
CP002959.1	3	20150109	869212	Turneriella parva DSM 21527
AP009510.1	4	20081214	471821	Uncultured Termite group 1 bacterium phylotype Rs-D17
AP014584.1	2	20140604	38504	Ureaplasma parvum serovar 3 DNA strain: SV3F4
CP000942.1	4	20140515	505682	Ureaplasma parvum serovar 3 str. ATCC 27815
AF222894.1	9	20140515	273119	Ureaplasma parvum serovar 3 str. ATCC 700970
CP001184.1	5	20140515	565575	Ureaplasma urealyticum serovar 10 str. ATCC 33699
CP002417.1	7	20140501	595537	Variovorax paradoxus EPS
CP001635.1	5	20140515	543728	Variovorax paradoxus S110 chromosome 1
CP001636.1	4	20140515	543728	Variovorax paradoxus S110 chromosome 2
CP001820.1	4	20150118	479436	Veillonella parvula DSM 2008
CP000542.1	5	20140515	391735	Verminephrobacter eiseniae EF01-2
CP011265.1	1	20150417	1637999	Verrucomicrobia bacterium IMCC26134
CP002638.1	5	20140515	263358	Verrucosispora maris AB-18-032
CP002284.1	6	20140515	882102	Vibrio anguillarum 775 chromosome I
CP002285.1	6	20140515	882102	Vibrio anguillarum 775 chromosome II
CP000789.1	6	20140515	338187	Vibrio campbellii ATCC BAA-1116 chromosome I
CP000790.1	6	20140515	338187	Vibrio campbellii ATCC BAA-1116 chromosome II
CP010811.1	1	20150407	666	Vibrio cholerae strain 1154-74
CP010812.1	1	20150407	666	Vibrio cholerae strain 10432-62
GQ463140.1	2	20110330	663915	Vibrio cholerae Ban5 integrating conjugative element ICEVchban5
GQ463141.1	2	20110330	663958	Vibrio cholerae Ind4 integrating conjugative element ICEVchind4
GQ463142.1	2	20110330	663914	Vibrio cholerae Ind5 integrating conjugative element ICEVchind5
CP002555.1	4	20140515	935297	Vibrio cholerae LMA3984-4 chromosome I
CP002556.1	4	20140515	935297	Vibrio cholerae LMA3984-4 chromosome II
CP001233.1	4	20140515	579112	Vibrio cholerae M66-2 chromosome I
CP001234.1	4	20140515	579112	Vibrio cholerae M66-2 chromosome II
GQ463143.1	2	20110330	663913	Vibrio cholerae Mex1 integrating conjugative element ICEVchmex1
CP001485.1	7	20140515	593588	Vibrio cholerae MJ-1236 chromosome 1
CP001486.1	7	20140515	593588	Vibrio cholerae MJ-1236 chromosome 2
AP014524.1	1	20140618	1420885	Vibrio cholerae MS6 DNA chromosome 1
AP014525.1	1	20140618	1420885	Vibrio cholerae MS6 DNA, chromosome 2
AE003852.1	4	20140203	243277	Vibrio cholerae O1 biovar El Tor str. N16961 chromosome I
AE003853.1	4	20140203	243277	Vibrio cholerae O1 biovar El Tor str. N16961 chromosome II
CP003069.1	3	20140102	914149	Vibrio cholerae O1 str. 2010EL-1786 chromosome 1
CP003070.1	3	20140102	914149	Vibrio cholerae O1 str. 2010EL-1786 chromosome 2
CP000626.1	5	20140515	345073	Vibrio cholerae O395 chromosome 1
CP000627.1	5	20140515	345073	Vibrio cholerae O395 chromosome 2
CP001235.1	4	20140515	345073	Vibrio cholerae O395 chromosome 1
CP001236.1	2	20140203	345073	Vibrio cholerae O395 chromosome 2
GQ463144.1	2	20110330	563774	Vibrio fluvialis Ind1 integrating conjugative element ICEVflInd1
CP002377.1	5	20140515	903510	Vibrio furnissii NCTC 11218 chromosome 1
FO203527.1	1	20131001	28173	Vibrio nigripulchritudo str. SFn1 chromosome
BA000031.2	6	20070519	223926	Vibrio parahaemolyticus RIMD 2210633 chromosome 1
BA000032.2	7	20070519	223926	Vibrio parahaemolyticus RIMD 2210633 chromosome 2
CP003241.1	5	20140515	1116375	Vibrio sp. EJY3 chromosome 1
CP003242.1	5	20140515	1116375	Vibrio sp. EJY3 chromosome 2
CP001805.1	7	20140515	150340	Vibrio sp. Ex25 chromosome 1
CP001806.1	6	20140515	150340	Vibrio sp. Ex25 chromosome 2
FM954972.2	3	20150227	575788	Vibrio tasmaniensis LGP32 chromosome 1
FM954973.2	3	20150227	575788	Vibrio tasmaniensis LGP32 chromosome 2
AE016795.3	9	20140515	216895	Vibrio vulnificus CMCP6 chromosome I
AE016796.2	6	20140515	216895	Vibrio vulnificus CMCP6 chromosome II
CP002469.1	7	20140515	914127	Vibrio vulnificus MO6-24/O chromosome I
BA000037.2	5	20071221	196600	Vibrio vulnificus YJ016 chromosome I
BA000038.2	5	20070519	196600	Vibrio vulnificus YJ016 chromosome II
CP007161.1	2	20141002	403957	Virgibacillus sp. SK37
CP001928.1	4	20140515	716544	Waddlia chondrophila WSU 86-1044
CP002455.1	4	20150109	865938	Weeksella virosa DSM 16922
CP007588.1	1	20140725	759620	Weissella ceti strain WS08
CP009223.1	1	20140910	759620	Weissella ceti strain WS74
CP009224.1	1	20140910	759620	Weissella ceti strain WS105
CP002899.1	4	20140515	1045854	Weissella koreensis KACC 15510
BA000021.3	6	20081214	36870	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis
CP003315.1	6	20140516	1142511	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)
AP014583.1	3	20140702	754409	Winogradskyella sp. PG-2
AE017321.1	7	20140515	292805	Wolbachia endosymbiont strain TRS of Brugia malayi
AP013028.1	2	20140720	246273	Wolbachia endosymbiont of Cimex lectularius
AM999887.1	7	20150206	570417	Wolbachia endosymbiont of Culex quinquefasciatus Pel
AE017196.1	6	20140515	163164	Wolbachia endosymbiont of Drosophila melanogaster
CP003884.1	2	20140204	1236909	Wolbachia endosymbiont of Drosophila simulans wHa
CP003883.1	2	20140204	1236908	Wolbachia endosymbiont of Drosophila simulans wNo
HE660029.1	3	20150227	100901	Wolbachia endosymbiont of Onchocerca ochengi, strain wOo
HG810405.1	2	20150227	1410384	Wolbachia endosymbiont of Onchocerca volvulus str. Cameroon, assembly W_O_volvulus_Cameroon_v3
CP001391.1	5	20140515	66084	Wolbachia sp. wRi
BX571656.1	6	20150227	273121	Wolinella succinogenes DSM 1740
CP000781.1	4	20140515	78245	Xanthobacter autotrophicus Py2
FP565176.1	5	20150227	380358	Xanthomonas albilineans GPE PC73
CP002914.1	5	20140516	981368	Xanthomonas axonopodis pv. citrumelo F1
CP004399.1	4	20140515	1304892	Xanthomonas axonopodis Xac29-1
CP011256.1	1	20150417	339	Xanthomonas campestris strain 17
AM920689.1	4	20150227	340	Xanthomonas campestris pv. campestris
CP000050.1	8	20140515	314565	Xanthomonas campestris pv. campestris str. 8004
AE008922.1	7	20140515	190485	Xanthomonas campestris pv. campestris str. ATCC 33913
CP002789.1	5	20140515	990315	Xanthomonas campestris pv. raphani 756C
AE008923.1	7	20140515	190486	Xanthomonas axonopodis pv. citri str. 306
CP009028.1	1	20150326	611301	Xanthomonas citri subsp. citri strain 5208
CP009031.1	1	20150326	611301	Xanthomonas citri subsp. citri strain AW13
CP009034.1	1	20150326	611301	Xanthomonas citri subsp. citri strain AW14
CP009037.1	1	20150326	611301	Xanthomonas citri subsp. citri strain AW15
CP009040.1	1	20150326	611301	Xanthomonas citri subsp. citri strain AW16
CP009025.1	1	20150326	611301	Xanthomonas citri subsp. citri strain BL18
CP009022.1	1	20150326	611301	Xanthomonas citri subsp. citri strain FB19
CP009019.1	1	20150326	611301	Xanthomonas citri subsp. citri strain gd2
CP009016.1	1	20150326	611301	Xanthomonas citri subsp. citri strain gd3
CP009013.1	1	20150326	611301	Xanthomonas citri subsp. citri strain jx4
CP009010.1	1	20150326	611301	Xanthomonas citri subsp. citri strain jx5
CP009007.1	1	20150326	611301	Xanthomonas citri subsp. citri strain mf20
CP009004.1	1	20150326	611301	Xanthomonas citri subsp. citri strain MN10
CP009001.1	1	20150326	611301	Xanthomonas citri subsp. citri strain MN11
CP008998.1	1	20150326	611301	Xanthomonas citri subsp. citri strain MN12
CP008995.1	1	20150326	611301	Xanthomonas citri subsp. citri strain NT17
CP008989.1	1	20150326	611301	Xanthomonas citri subsp. citri strain UI7
CP006857.1	1	20150113	1308541	Xanthomonas citri subsp. citri A306
CP003778.1	6	20140515	1137651	Xanthomonas citri subsp. citri Aw12879
CP008992.1	1	20150326	1308548	Xanthomonas citri subsp. citri UI6
AM039952.1	5	20150227	456327	Xanthomonas euvesicatoria
FO681494.1	3	20150307	366649	Xanthomonas fuscans subsp. fuscans str. 4834-R, chromosome
AE013598.1	10	20140515	291331	Xanthomonas oryzae pv. oryzae KACC 10331
AP008229.1	3	20070519	342109	Xanthomonas oryzae pv. oryzae MAFF 311018
CP007166.1	1	20150307	1458476	Xanthomonas oryzae pv. oryzae PXO86
CP000967.1	6	20140515	360094	Xanthomonas oryzae pv. oryzae PXO99A
CP007221.1	1	20150307	129394	Xanthomonas oryzae pv. oryzicola strain CFBP7342
CP003057.1	4	20140515	383407	Xanthomonas oryzae pv. oryzicola BLS256
CP010409.1	1	20150107	56458	Xanthomonas sacchari strain R1
FO818637.1	2	20150307	40576	Xenorhabdus bovienii str. CS03 chromosome
FO818638.1	2	20150307	40576	Xenorhabdus bovienii str. CS03 megaplasmid
FN667741.1	3	20150227	406818	Xenorhabdus bovienii SS-2004
FO704550.1	2	20150307	351671	Xenorhabdus doucetiae str. FRM16 chromosome
FN667742.1	4	20150227	406817	Xenorhabdus nematophila ATCC 19061
FO704551.1	2	20150307	40577	Xenorhabdus poinarii str. G6 chromosome
CP001821.1	3	20131216	446471	Xylanimonas cellulosilytica DSM 15894
AE003849.1	7	20150122	160492	Xylella fastidiosa 9a5c
CP000941.1	2	20111205	405440	Xylella fastidiosa M12
CP001011.1	7	20140515	405441	Xylella fastidiosa M23
CP006740.1	2	20141002	1401256	Xylella fastidiosa MUL0034
CP002165.1	6	20140515	788929	Xylella fastidiosa subsp. fastidiosa GB514
CP006696.1	2	20141002	155920	Xylella fastidiosa subsp. sandyi Ann-1
AE009442.1	6	20140515	183190	Xylella fastidiosa Temecula1
CP009781.1	1	20150210	1453495	Yersinia aldovae 670-83
CP009367.1	1	20150210	630	Yersinia enterocolitica strain WA
CP009838.1	1	20150210	630	Yersinia enterocolitica strain 2516-87
CP009846.1	1	20150210	630	Yersinia enterocolitica strain 8081
HF571988.1	1	20140106	1262462	Yersinia enterocolitica (type O:5) str. YE53/03
CP007448.1	5	20141002	1443113	Yersinia enterocolitica LC20
AM286415.1	9	20150206	393305	Yersinia enterocolitica subsp. enterocolitica 8081
CP002246.1	5	20140515	994476	Yersinia enterocolitica subsp. palearctica 105.5R(r)
FR729477.2	4	20150227	930944	Yersinia enterocolitica subsp. palearctica Y11
CP009364.1	2	20150222	1454377	Yersinia frederiksenii Y225
CP009801.1	1	20150210	631	Yersinia intermedia strain Y228
CP009997.1	1	20150210	28152	Yersinia kristensenii strain Y231
CP009723.1	1	20150210	632	Yersinia pestis strain Shasta
CP009836.1	1	20150409	632	Yersinia pestis strain KIM5
CP009785.1	1	20150210	632	Yersinia pestis strain El Dorado
CP009704.1	1	20150210	632	Yersinia pestis strain Harbin35
CP009492.1	1	20150210	632	Yersinia pestis strain PBM19
CP009844.1	1	20150210	632	Yersinia pestis strain Dodson
CP009996.1	1	20150210	632	Yersinia pestis strain Java9
CP009991.1	1	20150210	632	Yersinia pestis strain Nicholisk 41
CP002956.1	4	20140515	1035377	Yersinia pestis A1122
CP009840.1	1	20150210	1035377	Yersinia pestis A1122
CP000901.1	6	20140515	349746	Yersinia pestis Angola
CP009935.1	1	20150210	349746	Yersinia pestis Angola
CP000308.1	9	20140515	360102	Yersinia pestis Antiqua
CP009906.1	1	20150210	360102	Yersinia pestis Antiqua
CP001608.1	6	20140515	547048	Yersinia pestis biovar Medievalis str. Harbin 35
AE017042.1	7	20140515	229193	Yersinia pestis biovar Microtus str. 91001
AL590842.1	11	20150206	214092	Yersinia pestis CO92
CP009973.1	1	20150210	214092	Yersinia pestis CO92
CP001585.1	5	20140515	637382	Yersinia pestis D106004
CP001589.1	5	20140515	637385	Yersinia pestis D182038
AE009952.1	8	20140515	187410	Yersinia pestis KIM10+
CP000305.1	9	20140515	377628	Yersinia pestis Nepal516
CP000668.1	6	20140501	386656	Yersinia pestis Pestoides F
CP009715.1	1	20150210	386656	Yersinia pestis Pestoides F
CP010247.1	1	20150210	649716	Yersinia pestis Pestoides G
CP010023.1	1	20150210	748678	Yersinia pestis str. Pestoides B
CP001593.1	6	20140515	637386	Yersinia pestis Z176003
CP009759.1	1	20150210	633	Yersinia pseudotuberculosis strain EP2/+
CP009757.1	1	20150210	633	Yersinia pseudotuberculosis strain MD67
CP009786.1	1	20150210	633	Yersinia pseudotuberculosis strain 1
CP008943.1	1	20140910	633	Yersinia pseudotuberculosis strain ATCC 6904
CP000720.1	8	20140515	349747	Yersinia pseudotuberculosis IP 31758
BX936398.1	5	20150227	273123	Yersinia pseudotuberculosis IP 32953
CP009712.1	1	20150210	273123	Yersinia pseudotuberculosis IP 32953
CP001048.1	9	20140515	502801	Yersinia pseudotuberculosis PB1/+
CP009780.1	1	20150210	502801	Yersinia pseudotuberculosis PB1/+
CP010067.1	1	20150210	748672	Yersinia pseudotuberculosis str. PA3606
CP000950.1	9	20140515	502800	Yersinia pseudotuberculosis YPIII
CP009792.1	1	20150210	502800	Yersinia pseudotuberculosis YPIII
CP009787.1	1	20150210	29485	Yersinia rohdei strain YRA
CP009539.1	1	20150210	29486	Yersinia ruckeri strain YRB
CP011078.1	1	20150329	29486	Yersinia ruckeri strain Big Creek 74
FP476056.1	3	20150327	63186	Zobellia galactanivorans strain DsiJT chromosome
CP001650.1	6	20140515	655815	Zunongwangia profunda SM-A87
CP002850.1	3	20130718	555217	Zymomonas mobilis subsp. mobilis ATCC 10988
CP003704.1	3	20130723	627344	Zymomonas mobilis subsp. mobilis ATCC 29191
CP001722.1	4	20150211	622759	Zymomonas mobilis subsp. mobilis NCIMB 11163
CP003709.1	4	20141002	1194424	Zymomonas mobilis subsp. mobilis NRRL B-12526
CP006818.1	6	20150215	627343	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023
CP003715.1	4	20141002	627343	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023
AE008692.2	12	20140515	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821
CP002865.1	3	20130718	579138	Zymomonas mobilis subsp. pomaceae ATCC 29192
CP001791.1	4	20140515	439292	[Bacillus] selenitireducens MLS10
CP002665.1	3	20130715	593907	[Cellvibrio] gilvus ATCC 13127
CP001348.1	3	20140515	394503	[Clostridium] cellulolyticum H10
CP003065.1	4	20150109	720554	[Clostridium] clariflavum DSM 19732
FP929037.1	3	20150227	717608	[Clostridium] cf. saccharolyticum K10
CP002109.1	4	20140109	610130	[Clostridium] saccharolyticum WM1
CP003992.2	9	20140817	1121335	[Clostridium] stercorarium subsp. stercorarium DSM 8532
CP004044.1	7	20150109	1121335	[Clostridium] stercorarium subsp. stercorarium DSM 8532
FP565809.1	2	20150227	1511	[Clostridium] sticklandii str. DSM 519 chromosome
CP001104.1	3	20140131	515620	[Eubacterium] eligens ATCC 27750
